dataset,ours_acc,millet_acc,acc_diff,acc_outcome,ours_loss,millet_loss,loss_diff,loss_outcome,ours_aopcr,millet_aopcr,aopcr_diff,aopcr_outcome,params,model_size_mb
MelbournePedestrian,0.9036,,,no_baseline,0.3709,,,no_baseline,0.1225,,,no_baseline,67020,1.5254
MixedShapesRegularTrain,0.9579,,,no_baseline,0.2072,,,no_baseline,1.8788,,,no_baseline,66650,1.524
MixedShapesSmallTrain,0.8672,,,no_baseline,0.4336,,,no_baseline,1.2038,,,no_baseline,66650,1.524
PLAID,0.8641,,,no_baseline,0.5174,,,no_baseline,1.757,,,no_baseline,67094,1.5256
PickupGestureWiimoteZ,0.72,,,no_baseline,0.8988,,,no_baseline,0.8631,,,no_baseline,67020,1.5254
PigAirwayPressure,0.0337,,,no_baseline,3.8884,,,no_baseline,0.4828,,,no_baseline,70128,1.5373
PigArtPressure,0.625,,,no_baseline,1.4487,,,no_baseline,0.2248,,,no_baseline,70128,1.5373
PigCVP,0.5625,,,no_baseline,2.1052,,,no_baseline,0.8814,,,no_baseline,70128,1.5373
PowerCons,0.9722,,,no_baseline,0.1343,,,no_baseline,0.1077,,,no_baseline,66428,1.5232
Rock,0.7,,,no_baseline,0.7514,,,no_baseline,2.3027,,,no_baseline,66576,1.5238
SemgHandGenderCh2,0.9067,,,no_baseline,0.256,,,no_baseline,0.6889,,,no_baseline,66428,1.5232
SemgHandMovementCh2,0.4444,,,no_baseline,1.4077,,,no_baseline,1.9894,,,no_baseline,66724,1.5243
SemgHandSubjectCh2,0.7444,,,no_baseline,0.6838,,,no_baseline,1.6584,,,no_baseline,66650,1.524
ShakeGestureWiimoteZ,0.84,,,no_baseline,0.5286,,,no_baseline,1.4988,,,no_baseline,67020,1.5254
SmoothSubspace,0.9867,,,no_baseline,0.1516,,,no_baseline,0.114,,,no_baseline,66502,1.5234
UMD,0.9931,,,no_baseline,0.1049,,,no_baseline,1.9548,,,no_baseline,66502,1.5234
